10997, 10997, 10997, 
10997, 10997, 10997, 
10997, 10997, 10997, 
5106.4, 5106.4, 5106.4, 
5106.4, 5106.4, 5106.4, 
5106.4, 5106.4, 5106.4, 
4457.42, 4457.42, 4457.42, 
4457.42, 4457.42, 4457.42, 
4457.42, 4457.42, 4457.42, 
3033.46, 3033.46, 3033.46, 
3033.46, 3033.46, 3033.46, 
3033.46, 3033.46, 3033.46, 
10582.3, 10582.3, 10582.3, 
10582.3, 10582.3, 10582.3, 
10582.3, 10582.3, 10582.3, 
-3687.29, -3687.29, -3687.29, 
-3687.29, -3687.29, -3687.29, 
-3687.29, -3687.29, -3687.29, 
266.496, 266.496, 266.496, 
266.496, 266.496, 266.496, 
266.496, 266.496, 266.496, 
1744.35, 1744.35, 1744.35, 
1744.35, 1744.35, 1744.35, 
1744.35, 1744.35, 1744.35, 
3672.87, 3672.87, 3672.87, 
3672.87, 3672.87, 3672.87, 
3672.87, 3672.87, 3672.87, 
-1874.3, -1874.3, -1874.3, 
-1874.3, -1874.3, -1874.3, 
-1874.3, -1874.3, -1874.3, 
3388.14, 3388.14, 3388.14, 
3388.14, 3388.14, 3388.14, 
3388.14, 3388.14, 3388.14, 
1252.79, 1252.79, 1252.79, 
1252.79, 1252.79, 1252.79, 
1252.79, 1252.79, 1252.79, 
2243.98, 2243.98, 2243.99, 
2243.98, 2243.98, 2243.98, 
2243.98, 2243.98, 2243.98, 
-5484.34, -5484.34, -5484.34, 
-5484.34, -5484.34, -5484.34, 
-5484.34, -5484.34, -5484.34, 
471.777, 471.777, 471.777, 
471.777, 471.777, 471.777, 
471.777, 471.777, 471.777, 
461.793, 461.793, 461.793, 
461.793, 461.793, 461.793, 
461.793, 461.793, 461.793, 
-10.3411, -10.3411, -10.3411, 
-10.3411, -10.3411, -10.3411, 
-10.3411, -10.3411, -10.3411, 
13634.8, 13634.8, 13634.8, 
13634.8, 13634.8, 13634.8, 
13634.8, 13634.8, 13634.8, 
3155.03, 3155.03, 3155.03, 
3155.03, 3155.03, 3155.03, 
3155.03, 3155.03, 3155.03, 
4395.96, 4395.96, 4395.96, 
4395.96, 4395.96, 4395.96, 
4395.96, 4395.96, 4395.96, 
4818.27, 4818.27, 4818.27, 
4818.27, 4818.27, 4818.27, 
4818.27, 4818.27, 4818.27, 
11289.5, 11289.5, 11289.5, 
11289.5, 11289.5, 11289.5, 
11289.5, 11289.5, 11289.5, 
1701.21, 1701.21, 1701.21, 
1701.21, 1701.21, 1701.21, 
1701.21, 1701.21, 1701.21, 
11267.7, 11267.7, 11267.7, 
11267.7, 11267.7, 11267.7, 
11267.7, 11267.7, 11267.7, 
4867.63, 4867.63, 4867.63, 
4867.63, 4867.63, 4867.63, 
4867.63, 4867.63, 4867.63, 
4328.44, 4328.44, 4328.44, 
4328.44, 4328.44, 4328.44, 
4328.44, 4328.44, 4328.44, 
7013.77, 7013.77, 7013.77, 
7013.77, 7013.77, 7013.77, 
7013.77, 7013.77, 7013.77, 
2789.27, 2789.27, 2789.27, 
2789.27, 2789.27, 2789.27, 
2789.27, 2789.27, 2789.27, 
-1006.59, -1006.59, -1006.59, 
-1006.59, -1006.59, -1006.59, 
-1006.59, -1006.59, -1006.59, 
2280.01, 2280.01, 2280.01, 
2280.01, 2280.01, 2280.01, 
2280.01, 2280.01, 2280.01, 
4139.2, 4139.2, 4139.2, 
4139.2, 4139.2, 4139.2, 
4139.2, 4139.2, 4139.2, 
2263.36, 2263.36, 2263.36, 
2263.36, 2263.36, 2263.36, 
2263.36, 2263.36, 2263.36, 
3642.72, 3642.72, 3642.72, 
3642.72, 3642.72, 3642.72, 
3642.72, 3642.72, 3642.72, 
4091.04, 4091.04, 4091.04, 
4091.04, 4091.04, 4091.04, 
4091.04, 4091.04, 4091.04, 
3754.9, 3754.9, 3754.9, 
3754.9, 3754.9, 3754.9, 
3754.9, 3754.9, 3754.9, 
-3467.15, -3467.15, -3467.15, 
-3467.15, -3467.15, -3467.15, 
-3467.15, -3467.15, -3467.15, 
1741.49, 1741.49, 1741.49, 
1741.49, 1741.49, 1741.49, 
1741.49, 1741.49, 1741.49, 
1970.06, 1970.06, 1970.06, 
1970.06, 1970.06, 1970.06, 
1970.06, 1970.06, 1970.06, 
-1774.12, -1774.12, -1774.11, 
-1774.12, -1774.12, -1774.12, 
-1774.12, -1774.12, -1774.12, 
3716.79, 3716.79, 3716.79, 
3716.79, 3716.79, 3716.79, 
3716.79, 3716.79, 3716.79, 
1670.62, 1670.62, 1670.62, 
1670.62, 1670.62, 1670.62, 
1670.62, 1670.62, 1670.62, 
-3655.04, -3655.04, -3655.04, 
-3655.04, -3655.04, -3655.04, 
-3655.04, -3655.04, -3655.04, 
9904.98, 9904.98, 9904.98, 
9904.98, 9904.98, 9904.98, 
9904.98, 9904.98, 9904.98, 
-3396.87, -3396.87, -3396.87, 
-3396.87, -3396.87, -3396.87, 
-3396.87, -3396.87, -3396.87, 
1473.93, 1473.93, 1473.92, 
1473.93, 1473.93, 1473.93, 
1473.93, 1473.93, 1473.93, 
